id,subject,text
5384,produçao de leite,"tenho um sitio de47ha e preciso fomar uma area de piquete para gado
    de leite .quero saber o melhor capim para plantar ,sendo que
    altitude fica em torno 1000metros"
5396,uso de ivermectina em bezerro,"usei um produto a base de ivermectina 3.15% EM UM BEZERRO DE 2 DIA
    DE NACIDO DEPOIS DE US VINTE MINUTO ELE FICOU BALANGADO A CABEÇA E
    MOREU... SERA QUE QUEM MATOU ELE FOI A IVERMECTINA...OBS ELE ERA UM
    BEZERRO SADIU"
5399,variedade de capim,"gostaria de saber a qualidade de capim para vacas de leite,para plantio em area umidas (vazeas). e possibilidade de envio de um profissional da embrapa em nossa fazenda."
5434,brocule ou repolho na alimentacao animal,Gostaria de saber se voces tem algum trabalho sobre folhagens de brocule e repolho na alimentacao animal. Balenciamento e qualidade do alimento.
5439,Compra de reprodutor e pastejo rotacionado,Tenho uma propriedade rural de 50 hectares e preciso fazê-la produzir.
5441,Capim pioneiro,"Adquiri no final do ano passado mudas 
do capim pioneiro, plantei em meados de novembro, o capim brotou com 
astes grandes e grossas, replantei no final de fevereiro, porem, o 
capim nasceu com astes muito finas e logo pendoou, gostaria de saber 
se e normal ou se foi algum procedimento errado.
Aguardo resposta."
5448,AUISIÇAO DE PRODUTO Papilomax.,"GOSTARIA DE OBTER A INFRMÇAO DE UMA POMADA CHAMADA Papilomax DSNVLVDA PELA EMBRAPA , PARA O TRTMNTO DA PAPILOMATOSE, CRIAMOS GADO DE LEITE , E TEMOS VACAS INFECTADAS COM PAPILOMAS, MESMO Q DESINFETEMOS TODO O PAIOL SEQUENCIALMNTE. SERA QUE HA A POSIBILIDADE DE ADQUIRIR ESTE PRODUTO ATRAVES DESTE SITE E COMO FAÇO, PARA PAGAR : QUAIS A FORMAS D PGMNTO? SE HOUVER A PSSBLDADE DE COMPRAR? MUITO OBRIGADA A TODOS DESDE JA."
5489,variedade de capim elefante,"gostaria de saber se voces fornecem mudas de capim para uso de capineira, uma variedade com maior valor nutricional, maior rendimento por hectar e que de preferencia não pinique."
5503,informação,"gentileza se possível, o que fazer para combater a chamada figueira bovina não é muita mas gostaria de elimina-la por completo."
5511,Vacas de Leite,"Em 3 hectares e meio, quantas vacas de leite da para manter? se puderem respondem com urgência."
5516,RAÇÃO PARA VACA LEITEIRA,"cOLHI O MILHO DO TEMPO E PLANTEI O MILHO DO FRIO. cHEGANDO AGORA NA
    HORA DE TRATAR DE VACAS LEITEIRAS FIZ O FUBA DO MILHO E ESTOU
    CORTANDO O MILHO DO FRIO(A CANA E AS BONECAS)E DANDO PARA AS VACAS E
    O FUBÁ ESTOU AGREGANDO 25% DE FARELO DE SOJA.tAMBÉM COMPREI O nÚCLEO
    LEITE DA sOMA aLIMENTOS E AGREGUEI NA RAÇÃO. NECESSITO COLOCAR MAIS
    ALGUMA COISA PARA MELHORAR O TRATO?"
5521,Cigarrinhas das Pastagens,"Bom dia a todos! Estou tendo sérios problemas com as cigarrinhas das pastagens, e com o ínicio das chuvas no mês de setembro a situação poderá se agravar. Gostaria de saber como posso elimiar estas cigarrinhas. Minha propriedade é pequena e com a seca no inverno e cigarrinhas no verão, não tenho muito o que fazer para aumentar minha produção de leite. No aguardo de uma resposta e de uma solução para o problema, antecipadamente agradeço."
5525,"pastagem para gado de leite,","Gostaria de saber qual a melhor pastagem para gado de leite, e se
    vcs tem cursos on line gratuito ou pago. Grato"
5544,vaca leiteira,"Tenho uma vaca(leiteira)que cai certa
    facilidade,gostaria de saber se é doença e se tem tratamento ? e
    qual tratamento ?"
5547,Plantas,"Boa tarde, gostaria de saber se existe alguma planta rasteira que
    mata brachiaria e capim elefante??"
5557,Saber sobre o capim vaqueiro,"Gostaria de saber sobre um capim novo, que está sendo lançado chamado de ""vaquero"". E se tem algum estudo sobre o capim. Também preciso saber se existe algum programa de auxilio em recomendações na correção de solo."
5573,tipo de pastagem para area alagada,tenho uma area de vazante e queria plantar algun tipo de capim nela.
5581,cinodon dactylon,"gostaria de informacao sobre a grama cinodon dactilon, se e amesma capim vaqueira ou grama bermuda, qual a diferenca da tifton e onde consigo adquirir o produto."
5602,Formação de pastagem - MOMBAÇA,"Em relação ao Mombaça, favor me informarem, por favor:
- Qual a quantidade de Kg/Hectare.


Tenho 2 áreas planas, com pequenos lançantes, para escolher para este plantio:

1ª) Uma área A de 1,4Ha piquetada - 22 piquetes de napier, 8 de Estrela e 6 de braquiária.

2ª) Uma área B de 1,4Ha aberta - sem piquetes, com braquiária. Esta área permite irrigação por gravidade.

Meu veterinário está sugerindo plantar na área 1, eliminando o Napier com Hundap, o que tenho dúvida do resultado em função da ""força"" do capim.

Se optar pela área B, que acho mais fácil de eliminar (braquiária), o que fazer com a área A, com os piquetes prontos. Sei que o ciclo dos capins é diferente (Napier 36 dias, estrela/coast-cross 20 dias e braquiária ?), dificultando o manejo. O fato é comecei errado, sem o auxílio de um assistente.

Tenho normalmente 20 vacas no curral que deverão circular pelos piquetes.

Nota: Se completar a Área A com Napier (36 piquetes) e fazer 28 piquetes na Área B, é possível rodar com estes animais nos 2 piquetes? Como?

Sei que é muito difícil me responderem à distância, mas acredito que podem me dar alguns indícios/subsídios para que possa tomar  uma decisão."
5616,figueira em bovino,as figueiras infeccionaram e eu nao sei que remedio usar
5621,bezerra nasceu com as mãos juntas moles,"na fazenda no dia 28 de julho , nasceu uma bezerra holandesa com as mãos dianteiras moles tanto vira para traz como para frente ela so fica de joelho para andar, gostaria de saber o que posso fazer por ela. (ver se posso engessar ) GOSTARIA DE AJUDA MAIS URGENTE PARA RESOLVER ENQUANTO ELA E RECEN NASCIDA agradeço desde já,"
5626,gado,"gostaria de informaçoes sobre gado leiteiro, qual a raça q da grande quantidade de leite e se é viavel o investimento"
5627,vaca leiteira,Posso fornecer ureia para vacas leiteiras amojando ? e bezerras ?
5641,utilização de chorume de vaca na capineira,"ola bom dia, Sou produtor e vou utilizar dejetos de vaca na capineiras fazendo a fertirrigação, porem tenho algumas duvidas gostaria de saber de quanto em quanto tempo vou fazer a aplicão dos dejetos qual a quantidade de agua e esterco deve ser feito na mistura. obrigado."
5644,produtos,como faço para adquirir a pasta para combate a verruga nos tetos das vacas leiteiras?
5647,MUCUNA PRETA,"GOSTARIA DE SABER SE A MUCUNA PRETA É ADEQUADA PARA ALIMENTAÇAO DO
    GADO, E QUAIS AS VANTAGENS..."
5670,"Sangue no leite, quando se ordenha o animal","Boa tarde, Minhas vacas ao serem ordenhadas, secretam sangue juntamente com o leite. Gostaria de saber qual é a causa mais provável de resíduos de sangue no leite de uma vaca, ao ser ordenhada. Me deparei com muitos casos semelhentes a esse, cuja muitos animais em diferentes estágios de lactação, seja no inicio como no meio ou fim de lactação, apresentaram esse tipo de problema. Estive pesquisando a respeito, mas não cheguei a nenhuma conclusão concreta."
5678,,Gostaria de saber se o consumo de sementes de corda de viola é prejudicial para alimentação de vacas leiteiras e se não for qual é o nível nutricional da mesma?.Pois em nossa região temos muita quirela de milho e em muitas encontramos um porcentual alto de sementes de corda de viola.
5692,gado leiteiro,"resido no agreste do estado de PE herdei uma propriedade que da para criar 200 cabeças de gado. Minha pergunta é qual a raça que mais se adapta a região e no período de estiagem faz por volta de 35graus, para tornar produtiva esta terra é claro que tenho que ter um rebanho que me dê retorno. em que raça devo investir e qual o manejo?. Me indicaram a raça gercei e holandês, mesmo assim peço o concelho de vocês."
5699,Mastite,Mastite
5700,Protocolo de Tratamento de mastite,Gostaria de obter informaçoes protocolo de mastite e qual o indice aceitavel em uma vacaria.Quando descrtar ou matar teto
5701,Alimentação de vacas de leite,"Olá bom dia, Gostaria de saber se posso alimentar minhas vacas de leite com pordução media de 15 a 20 litros comconcentrado à base de 22% + um volumoso a base de casca de laranja e capim elefante , e em qual proporção de quantidade posso usar estes 2 volumosos . ou se vçs tem outra sugestão melhor ?"
5711,Alimentação de vacas de leite,"Atualmente Forneço o concentrado à base de farelo Soja e caroço de algodão 
antes da ordenha e depois da ordenha é que forneço o volumoso de Capim 
Picado com Casca de Laranja e mais um pouco de Mandioca tudo misturado , te 
faço esta pergunta :  este meu atual manejo está correto ou seria melhor 
fornecer o concentrado junto com o volumoso e no lugar de fornecer antes eu 
fornecer tudo depois da Ordenha ?"
5714,Dia de campo - CESM / Ureia,A pergunta  é sobre a quantidade maxima ou limitante para o consumo de uréia na alimentação de vaca leiteira.
5723,Informação sobre capim,"Gostaria de saber se tem algum capim que pode ser plantado em
    terreno arenoso que é a base de irrigação que é bom para o gado leiteiro"
5724,ordenha mecânica,"Gostaria de saber se há algum problema para a vaca ao se
    aplicar uma pressão para baixo no coletor quando esta se fazendo a
    ordenha, percebi que ao fazer, no momento em que o volume do leite
    da vaca está diminuindo,o leite volta a descer um pouco mais!"
5726,Milho Hidroponico,"Boa Tarde! Sou um assentado da reforma agraria na cidade de Pompéu,gostaria de obter informações detalhadas de como cultivar milho hidroponico,e saber se é viavel,pois em nossa região tem uma usina de etanol. A semente para o cultivo pode ser semente de milho de paiol? Tem de ser em area coberta? O chão tem de ser cimentado? Como é feita a adubação,enfim toda a infomação possivel."
5729,orientação,"presados amigos da embrapa gado de leite,estou querendo começar uma leiteria aqui no mt,como sei que vcs conheçe como ninguem esta area gostaria de obter uma ajuda de vcs ai em minas gerais na compra destas vacas,e que vcs me orientace na formulaçao de uma raçao balanciada para estas vacas pois quero adiquirir vacas com alta produção de leite."
5740,formula de raçao para gado de leite,gostaria de uma formula para vacas de leite com 22% de proteina.
5745,gado ervado,como posso manter meu gado no pasto cheio de ervas sem que o gado fique ervado ? existe algo que posso misturar no sal ?
5766,fertilisante,"além da uréa qual é o melhó adubo para o capim elefante,o 20-10-20 é
    bom."
5767,Feno,como se fáz feno de capim elefante.
5768,PECUARIA,"IO TUDO BEM,SOU CRIADOR DE BOI.TENHO UMAS VACAS MAS ELAS ESTAO MUITO
    MAGRAS GOSTARIA DE SABER QUAL E O TIPO DE REMEDIOS QUE DEVO APLICAR
    NELAS OUTRA PERGUNTAS E SOBRE UM BIZERRO QUE NASÇEU SAUDAVEL COM
    QUATRO DIAS DE NASÇIDO ELE FICOU CEGO ELE FICOU COM OS OLHOS BRANCO
    QUAL E O REMEDIO PRA ELE VOUTAR A ENCHERGA."
5781,Ser colaborador,"Sei da existência do programa da EMBRAPA Gado de Leite, no teste de melhoramento genético animal. Como se trata de um assunto de suma importância, quero me candidadar e também oferecer, minhas matrizes para servir de colaboradoras, recebendo assim sêmen dos animais em teste de progênie e avaliação. Espero ansioso uma resposta!"
5789,pastagem,"Estamos iniciando uma criação de vagas Jersey no litoral de SC ,gostaria 
de saber qual o tipo de trato seria bom para a região e como poderia 
estar adquirindo"
5805,Acidez no leite da vaca,"Tenho duas vacas leiteiras e com o leite faço queijo, porém tenho tido problemas devido a acidez do leite, o queijo fica amargo e com cheiro forte, e isso tem me causado prejuízo, pois não dá para consumir. Consultei um veterinário que receitou sal mineral com calcário, bicarbonato de sódio, porém não tenho tido muito sucesso. Disse também que quando há mudança de ração provoca acidez, porém já faz dois meses que houve a mudança e o problema continua. Tem uma vaca que de manhã o leite está ácido, mas à tarde está bom. As vacas são tratadas com milho triturado, farelo de trigo e casquinha de soja. . Gostaria, se possível, que me informasse se existe uma maneira de resolver o problema."
5817,Uso de esterco solido na cana de açucar,"Como utilizar o esterco solido nos canaviais, qual o melhor periodo para utiliza-lo e em qual quantidade por ha."
5821,,"Tenho 12 alqueires e gostaria de investir no gado de leite no sistema totalmente confinado, com base nisso gostaria de  fazer trato de cana de a açúcar  ( usando o sistema   cana-de-açúcar hidrolisada com cal hidratada )
Sei que devo corrigir  e também balancear a cana, mas na minha região o custo de terra é alto então vi que trato confinado de cana de açúcar é o mais vantajoso. Quero fazer um projeto onde prefiro gastar mais pra montar a propriedade do que perder  no futuro
Então minhas duvidas são
- Qual seria a produtividade media de cana ano e quantos animais este alqueire poderia alimentar
- Qual tamanho do espaço físico usado no sistema confinado para cara animal"
5829,residuo de cervejaria (cevada),"a conta feito no comentário esta erreda , neste caso o kg sai por r$ 0,68 é inviável ? e se for r$ 120 a ton ?"
5833,"forrageiras prod leite, região Extremo Sul BA","solicitamos a gentileza orientar sobre produção de leite gado em confinamento. Qual a área de forrageira necessária por cabeça, qual a área ocupada por cabeça em estábulo/curral, quais raças adaptadas à região? A região: Extremo Sul da Bahia, fronteira com Minas Gerais - Salto da Divisa."
5844,adubação e plantio da cana de açucar,por que tenho varias duvidas sobre espassamento entre linhas
5852,Gado de leite,"Estou adquirindo cinco vacas girolando com uma produção de dezesseis
    quilos de leite/dia, como devo proceder na alimentãção delas para
    não cair de produção. Tenho uma capineira formada com cana e napiê
    0,5/ha, motoforrageiro 3cv. e pastagem de brachiaria e
    quicuio.Quantos quilos de volumoso devo fernecer para cada vaca/dia
    + úreia e sulfato de amonia + sal proteinado + concentrado: caroço
    de algodão, etc."
5853,pasta PAPILOMAX,"Gostaria de saber se vocês vendem a pasta e se sim,qual o
    valor da mesma?"
5854,Pastagem Braquiaria,"Produzo leite em uma propriedade toda formada por braquiaria, em uma parte vou plantar outra pastagem de melhor qualidade para pastejo rotacionado, mas não tenho condiçoes no momento de plantar em toda a area utilizada pelas vacas. a minha duvida é neste pasto em que tenho uma braquiaria bem formada se eu implantar um patejo rotacionado dividindo-a em piquetes, mesmo sabendo que não é das melhores pastagem posso obter pelo menos alguns resultado positivo na produção de minhas vacas?"
5858,ALIMENTAÇÃO DE ANIMAIS.,"SOU PRODUTOR RURAL DE LEITE,MEU ANIMAIS ESTÃO CONFINADOS SENDO ALIMENTADOS COM CANA-DE-AÇÚCAR, ALGUNS COM CANA + RAÇÃO(MISTURA DE VÁRIOS GRÃOS FORMANDO UMA RAÇÃO DE 26%) E OUTRAS COM CANA + FARELO DE MILHO. AS QUE ESTÃO COMENDO ESTA RAÇÃO ESTÃO LACTANTES, E ESTÃO COM ESCORE ÓTIMO (AINDA MAIS LEVANDO-SE EM CONTA A ATUAL SITUAÇÃO DE SECA), AS OUTRAS QUE ESTÃO COMENDO CANA + MILHO NÃO ESTÃO LACTANTES. ALGUMAS ESTÃO SECAS, E ALGUMAS ESTÃO PRENHES COM MAIS DE 6 MESES DE PRENHEZ.  AS QUE ESTÃO APENAS COM MILHO ESTÃO EMAGRECENDO E ME PREOCUPANDO.
GOSTARIA DE SABER SE VOCÊS DA EMBRAPA TEM ALGUMA FORMULAÇÃO DE RAÇÃO PARA ESTAS VACAS ?  E SE ACHAM QUE SERIA MELHOR SEPARAR AS PRENHEZ DAS SECAS E TAMBÉM MUDAR A RAÇÃO, DANDO UMA RAÇÃO PARA AS QUE ESTÃO NO PRÉ-PARTO ?  QUAL A FORMULAÇÃO MAIS APROPRIADA PARA O PRÉ-PARTO ?"
5864,CRUZAMENTO,"sou criador de gado leiteiro aqui na cidade de Solânea PB.
Eu quero sabero qua vai nascer com o cruzamento de um boi jersey com uma vaca nelore?"
5866,concentrado,"gostaria de uma formula de concentrado para vacas girolando com produção média de 15kg diários. estou fornecendo cana com ureia e concentrado da ""cacal"", fabrica existente em castelo no espirito santo na proporção de 1kg pára 3kg de leite."
5893,gado no coxo,"Tenho algumas cabeças de gado de leite e gostaria de saber se tem como
manter estas criações somente no coxo sem a disponibilidade de volumoso.
Caso seja viavel gostaria de saber qual o tipo de trato que deverei
disponibilizar e a quantidade diaria."
5895,Papilomatose bovina,Boa Noite. Começei a trabalhar a poucos dias em uma propriedade leiteira que esta sendo instalada e ao iniciar o trabalho de avaliação dos animais que ainda não se encontram em produção leiteira me deparrei com uma situação não muito boa. Praticamente 30 a 40% das 580 novilhas apresentam papilomas no ubere e tetos e alguns em outras areas do corpo. Gostaria de saber qual tratamento seria o mais eficaz possivel.
5903,Planejamento produção de leite,Gostaria de informações e auxilio para produção de leite em propriedade em Limeira -SP. Gostaria de saber sobre pastejo rotacionado e material para escolha do tipo de gado a utilizar.
5915,Uréia + Melaço em Pó para Vacas de Leite,"Considerando a recomendação (após o período de adaptação) do uso de 100 
g de sulfato de amônia e 900 g de uréia pecuária, diluídos em 4 litros 
de água, para 100 Kg de cana picada.  Se a intenção for diluir também 
melaço em pó nessa mistura, qual a quantidade do melaço, e como fica a 
diluição (quantos litros de água) ?

Ou seja: *para cada 100 Kg de cana picada*. Qual a quantidade de;

  *   sulfato de amônia;
  *   uréia pecuária;
  * melaço em pó;
  * água."
5916,vacas leiteiras,Gostaria  que vocês passassem algumas formulas de rações balanceadas p vacas em lactações.
5930,tratamento em uma egua,ola preciso de uma orientacao de tratamento em verruga em uma egua pois tenho uma que esta com muitas verrugas e sangra muito preciso fazer algo e nao sei o que ja me falaram varias coisa mas na realidade nao sei o que sfazer pode me orintar obrigao
5934,Capim Pioneiro,Como adquiri o capim pioneiro grato.
5937,alimentação de bezerros,"gostaria de saber se na utilização de concentrado para bezerros posso uzar uma ração de 18% de PB, e misturar melaço e fornecer de 1 a 2 Kg/animal/dia."
5942,Gestação de Bovino,"Bom dia, Tenho uma propriedade rural no
    Município de Afogados da Ingazeira sertão de
    Pernambuco, onde crio gado de leite e corte 03
    das minhas vacas estão demorando ao entrar no
    cio depois que elas dão crias, uma é da raça
    Girolanda e as outras duas são mestiças.
     Todas são bem alimentadas com forragem,
    sal mineral e as vacinas são dadas no período
    adequados tanto a aftosa como as vacinas para
    vermífuga e os touros estão sempre presente.
    Então porque esta demora para elas entrarem no
    cio? Tendo em vista que outras vacas não têm
    esse problema."
5944,TABOA,"Bom dia. Gostaria de saber se a taboa pode ser
    usada como racao pro gado."
5947,Gestação de Bovino,"Tenho uma propriedade rural no
    Município de Afogados da Ingazeira sertão de
    Pernambuco, onde crio gado de leite e corte 03
    das minhas vacas estão demorando a entra no
    cio depois que elas tão crias, uma é da raça
    Girolanda e as outras duas são mestiços. Todas
    são bem alimentadas com forragem, sal mineral
    e as vacinas são dados no período adequados
    tanto a aftosa como as vacinas para vermífuga."
5956,modelos de sala para ordenha,tenho um sitio e pretendo iniciar uma leiteria por isso preciso modelo de sala de ordenha ou projeto para que possa comecar certo.
5965,mamite e aleitamento natural,"Gostaria de saber quais as causas de redução da mamite em vacas leiteiras que tem o aleitamento natural dos bezerros apos a ordenha, sem desinfecçao dos tetos com iodo.Seria a saliva do bezerro uma solução bactericida?"
5973,muda de cana,"Como minha propriedade é muito pequena, coloquei lá 7 vacas mestiças com seus respectivos bezerros, com o objetivo de amortizar as despesas com a venda do leite. Já existe um canavial que acredito ser de maturação média/lenta. Então pretendo ampliar a área com as tais mudas de maturação precoce. 
A minha dúvida agora é o número de mudas de cana de maturação precoce eu preciso plantar para atender a este número de animais?
Para retirar estas mudas com vcs quais as providências preciso tomar?"
5975,Ajuda no tratamento de mastite,"Tenho um pequeno rebanho de 8 vacas e em uma delas foi confirmado mastite clínica, por streptococcus sp sensível a penicilina mas não estou obtendo resultados. Necessito de orientações. No aguardo de maiores informações, agradeço."
5976,Informações sobre pastagen,"Estou pretendendo implantar uma área de capim tanzania irrigado e gostaria de saber qual o sistema de irrigação que melhocr se adpta asperssão ou inundação (marachas), qual o impacto que cada uma causa."
5979,vaca de leite,Bom dia. comprei uma fazenda a Camacan estado da Bahia e gostaria de iniciar a trabalhar com gado de leite. 1- na fazenda tem plantado o capim braquearao ( brizanda ) como forrageira vai bem ? ( qual forrageira devo utilizar )
5982,Proteína do leite.,"Gostaria de saber se existem maneiras, através de ração concentrada ou algum tipo de volumoso, aumentar o teor de proteína do leite e também o teor de gordura."
5985,gado de leite,tenho 10 heq de terra e gostaria de cria gado deleite .quantos equitares devo plantar de cana para manter 30 vacas no cocho e que tipo de cana ou capim devo plantar
6009,Tratamento Da Papilomatose bovina,Boa tarde. Em pesquisa sobre a papilomatose ( Figueira ) identifiquei uma pomada desenvolvida pela EMBRAPA chamada PAPILOMAX mas eu não encontro esta pomada no mercado. Qual o melhor tratamento atualmente. Aguardo contato. Obrigado.
6011,Encontrar produto papilomax,"Senhores, estou precisando encontrar a pomada papilomax mas não estou encontrando aqui em Goiânia. Vcs vendem direto? O produto é feito pela hertape? Onde posso encontrá-lo para comprar? Parabens pela inovação."
6017,Utilização bagaço de cana na alimentação de vacas,"Desejo obter informações sobre a utilização do bagaço de cana na alimentação de bovinos. Em nossa cidade é um subproduto abundante, devido ao grande numero de alambiques, está virando um grande poluidor. Solicito gentilmente informações sobre a utilização, formas de ensilar, enriquecimento com uréia e demais informações. Certo de seu interesse e colaboração, antecipo agradecimento."
6024,informação para criação bezerros,"Sou criador de gado leiteiro, porém temos um
    grande problema que são os bezerros machos,
    girolando e holandez, os ""gabirus"", assim
    gostaria de saber se voces tem algum projeto
    ou roteiro para auxiliar na criação dos
    gabirus e torna-los algo rentável e não apenas
    prejuizo como são encarados?!"
6038,duvida sobre doenças,"Uma vaca com tuberculose apresenta tosse e pode sobreviver por meses, apenas ficando magra e perdendo apetite?"
6048,papilomatose,"Bom dia, gostaria de saber o tempo de contagio da papilomatose. tenho algumas bezeras infectada ja 6 meses. Os sintomas ja estão desaparecendo. mas tenho medo de colocar elas junto com as sadias. Os veterinarios que perguntei foram contraditorios. Favor confirmar para mim."
6049,Formar pasto - BRAQUIÁRIA,QUAL A QUANTIDADE DE SEMENTES A SER PLANTADA POR HECTARE NUMA ÁREA DE 35 HECTARES. EXISTE UMA TABELA PARA ESTE CÁLCULO?
6054,"Capim ou grama ""quicuio""","Estou à procura de um capim ou grama chamado ""quicuio"", que era usado para
formação de pasto para aves.
Deixei a zona rural, há mais de 30 anos e nunca mais vi este produto.
Hoje, gostaria de saber se é possível conseguir mudas desde capim para
formação de um pastinho para galinhas e gansos em criação familiar.
Caso não exista mais o produto qual é a melhor opção para este tipo de
pasto?"
6060,Silagem,"Como posso resolver o problema de umidade na silagem feita somenta da cana do milho verde para industria? Ou seja, tem uma grande umidade e isso pode atrapalhar um pouco no processo de fermentação."
6073,desmama de vaca leiteira,"gostaria de saber qual a maneira mais coreta pra se fazer uma boa desmama,p/nao causar mastite nas vaca devido o acumulo de leite nos primeiro 10 dias???"
6086,capim Gigs,gostaria de saber mais informação sobre o capim Gigs.
6096,PAPILOMAX,ONDE COMPRAR PAPILOMAX MEDICAMENTO PARA COMBATER VERRUGAS (PAPILOMITOSE)
6097,DÚVIDAS APLICAÇÃO CALCÁRIO E ADUBO,"PREZADOS SENHORES: 1 - GOSTARIA QUE ME INFORMASSEM SE HÁ ALGUMA CONTRA INDICAÇÃO EM SEMEAR O CALCÁRIO NA TERRA ANTES DE ARAR O TERRENO. ARANDO APÓS SEMEAR O CALCÁRIO E GRADEANDO DEPOIS, ESSE CALCÁRIO NÃO VAI FICAR MUITO PROFUNDO OU A RAIZ DO MILHO É CAPAZ DE ABSORVÊ-LO??? 2 - É VERDADE OU MITO DE QUE O CALCÁRIO CALCÍTICO PRODUZIDO EM CACHOEIRA DO CAMPO SÓ FAZ EFEITO NO PRIMEIRO ANO? POR ACREDITAR NISSO, MUITOS VIZINHOS TEM PREFEIRO O CALCÁRIO DOLOMÍTICO DE ARCOS, APESAR DO CARRETO SER BEM MAIS CARO. QUAL A VANTAGEM ENTRE UM E OUTRO, INDEPENDENTE DO PREÇO? 3 - EM UM TERRENO CORRIGIDO COM CALCÁRIO (JÁ SEM ALUMÍNIO), DEVO USAR O ADUBO 20.05.20 OU O 20.00.20 PARA COBERTURA? MUITO OBRIGADO A TODOS PELA ATENÇÃO. GRATO"
6115,Duvida,"Bom dia gostaria de saber se vocês conseguem me informar sobre figueiras,
tenho aqui 2 cabeças de gado que apresentam 3 figueiras em 1 delas e 1
figueira e outra, qual a solução posso fazer eu mesmo para combater sem ser
a aplicação do próprio sangue do animal existe alguma solução que eu possa
comprar e passar no local."
6118,Produtos homeópaticos,"1) Uréia : tenho um plantel de boas vacas de leite quê estou tratando com
cana e uréia no entanto tenho tido grandes dificuldades em conseguir a uréia
pecuária e ás vezes tenho quê dar a uréia agrícula. O meu veterinário diz
quê posso dar mas estou um pouco preucupado.
2) Produto homeopático para parasitas(carrapatos e bernes) A Emprapa possui
algum estudo nesse sentido e recomenda algum produto ? Estou usando um
produto chamad Orgânica parasitas porém é muito cara em torno de R$35,00/Kg"
6123,ALIMENTAÃO DE GADO LEITEIRO,"TENHO UMA PROPRIEDADE EM PAPUCAIA NO RIO DE JANEIRO, NO QUAL CRIO GADO LEITEIRO, E GOSTARIA DE SABER INFORMAÇÕES TÉCNICAS DE GRÃO DE TRIGO NA ALIMENTAÇÃO DE GADO LEITEIRO, POIS JÁ OUVI FALAR NESTE TIPO DE ALIMENTAÇÃO E GOSTARIA DE MAIS INFORMAÇOES."
6125,melhor capim p/piquete gado leiteiro,"estou separando uma área para formar piquetes para o sistema rotativo para gado leiteiro,estou em dúvida sobre que capim utilizar, tifton ou mombaça? Estou vendo a possibilidade de irrigar parte desta área.Terreno 30%arenoso e 70%argiloso."
6127,concentrado e água,posso misturar água no concentrado que dou para as vacas? Estou adicionando água faço assim: para cada 1k de leite coloco 3k de concentrado e para cada 3k de concentrado adiciono 4 litros de água. Estou fazendo certo? Posso continuar misturando água no concentrado?
6133,Arroz com casca,gostaria de saber sobre o fornecimento de arroz com casca para vacas de leite. Você tem alguma informação sobre o uso deste ingrediente?
6140,Verrugas,"OLÁ MEU PAI É AGRICULTOR E TEM GADO DE LEITE.
    ELE ESTÁ COM PROBLEMAS EM ALGUMAS NOVILHAS DE
    LEITE. ESTÃO COM VERRUGAS EM TAMANHOS MUITO
    GRANDES E ALEM DO ÚBERE TEM TAMBEM NA PARTE DO
    UMBIGO E NA LATERAL DOS OLHOS. JA FOI FEITO
    VARIOS TRATAMENTOS PARA ESTE TIPO, MAS NÃO
    FUNCIONOU. ELE ESTA PENSANDO EM SE DESFAZER
    DELAS PARA O LEITE, POIS NÃO VAI DAR PRA TIRAR
    DE TANTA VERRUGA. SE VOCÊS TEM ALGUMA SOLUÇÃO
    FAVOR ME ENVIAR POR E-MAIL. SE PRECISO TENHO
    FOTOS TAMBEM PARA ENVIAR-LHES. DESDE JÁ
    AGRADEÇO A ATENÇÃO."
6145,Informaçãosobre uso de banana para bovinos,"Ilmo Srs.(as),
  Estamos na época do verão e na minha regiaõ possui banana irrigada. Qual a possibilidade de nós utilizarmos o tronco de banana para alimentação de vaca de leite.
   E se possível qual a quantidade que posso ofertar?"
6159,Informações sobre Cana de Açucar,"Crio gado leiteiro no interior de Goiás, 
mais precisamente em Vianópolis, e atualmente 
trabalhamos com silagem de milho na complementação 
alimentar do gado. Mas este ano queremos testar o 
uso de cana de açucar , então queria saber qual  a 
variedade mais adequada para o gado de leite e na 
nossa região.Onde consigo a rama? Como é feito o 
plantio? Enfim.... preciso de umas instruções e o 
mais importante se é mais eficiente e barata que o 
milho."
6178,alimentação vacas de leite,Quero alimentar as vacas de leite com cana +uréia para volumoso e silagem de folhas de mandioca para subistituir farelo de soja e assim não comprar alimento de fora da propridade;consigo produzir normalmente.
6191,alimentacao de bezerros,Tenho em minha propriedades algumas vacas de leitee tenho uma pequena produção de queijos minha duvida e saber se posso fornecer o soro do queijo aos bezerros obrigado aguardo resposta
6194,informação,boa noite. comprei uma area de 75 hectares na regiao de Itagi-ba e gostaria de saber qual a melhor opção para criação da região. A área possui varias nascentes de água e uma area de mata virgem. Gostaria de receber todo tipo de informação que pode me ajudar pois nao sou do ramo.
6195,Cana + Ureia,"Bom Dia,

aki na minha regiao eu nao achei o sulfato de amonia e nem o sulfato de
calcio, so o enxofre em po puro, qual a proporcao que eu posso utilizar?

Muito obrigado pela atencao"
6196,RAÇÃO,"gostaria de fazer mais uma pergunta, estou com 30 vacas em lactação, estou em dúvida se confino ou se faço sistema de piquete, elas estão em um espaço de 2 alqueires, o que é mais econômico?"
