id,text
4757,"Em princípio, preparar a ração concentrada na fazenda é mais econômico e seguro, pois o produtor tem o controle sobre os ingredientes utilizados. Isso só funciona bem se o produtor tiver facilidade, disponibilidade e regularidade na aquisição dos ingredientes para compor a ração, além de bons preços. Entretanto, é importante misturar bem os ingredientes e depois armazenar a ração em local seco e ventilado.
    De modo geral, a ração concentrada deve ser formulada conforme as necessidades de cada lote de vacas. Para isso é preciso dispor de dados sobre a qualidade do volumoso, a quantidade do volumoso ingerido diariamente, a produção de leite de cada vaca, o peso dos animais, a situação reprodutiva, o estado corporal das vacas, a necessidade de os animais ganharem peso ou não. Ainda deve-se considerar a disponibilidade e o preço dos ingredientes para ração animal, o preço de venda do leite, o sistema de produção adotado na fazenda etc. De posse de tais deve-se procurar um nutricionista animal para formular a ração e a dieta dos animais, além de acompanhar mensalmente, pois ocorrem variações nos animais e nos ingredientes da ração, daí há necessidade de se fazer alterações.     
    Mas veja alguns exemplos de fórmulas de ração no texto abaixo.

    Uma ração de boa qualidade e de baixo custo é:

    Uma fórmula de ração de baixo custo, especialmente para rebanhos de produção média abaixo de 15 litros por vaca por dia, é: 70 kg de fubá de milho; 10 kg de farelo de trigo; 14 kg de farelo de soja; 2 kg de ureia; 1,5 kg de calcário calcítico; 1,5 kg de sal mineral e 1,0 kg de fosfato bicálcico. Esta ração tem aproximadamente 19% de PB e 70% de NDT. Fornecer como explicado abaixo.

     Caso tenha dificuldades de encontrar os ingredientes, pode utilizar uma fórmula semelhante: 80 kg de fubá de milho; 10 kg de farelo de trigo;  15 kg de farelo de soja; 2 kg de ureia  e 3 kg de sal mineral (ou pode usar 3 kg de núcleo mineral próprio para formulação de ração).

     Outra fórmula de ração para rebanhos com produção média acima de 15 litros por vaca por dia, é: 70 kg de fubá de milho; 24 kg de farelo de soja; 2 kg de ureia; 1,5 kg de calcário calcítico; 1,0 de sal comum  e 1,5 kg de fosfato bicálcico. Esta ração tem aproximadamente 22 % de PB e 70 %  de NDT. Fornecer como explicado abaixo.

    Fornecer a ração na proporção de 1 quilo de concentrado para cada 2,0 litros de leite produzidos, considerando a produção diária acima de 8 litros, isto se a pastagem for de boa qualidade; em pastagens de pior qualidade, ou quando o gado estiver recebendo cana mais ureia durante o dia e ainda tiver acesso a uma pastagem no período noturno, deve-se considerar a produção acima de 5 litros de leite por dia. 
    Fornecer sempre metade da ração concentrada pela manhã e a outra metade à tarde.

   Nas fórmulas citadas acima, pode-se substituir até 30% do milho por igual quantidade de polpa cítrica sem grandes alterações na fórmula. Isto desde que o preço da polpa cítrica seja menor do que 85% do preço do milho moído. Também poderá substituir o milho por grão e sorgo moído. 
    
   Entretanto, o melhor mesmo é consultar um especialista em nutrição animal que ele possa ir até a propriedade, verificar as condições do rebanho e aí então elaborar uma dieta completa para o gado leiteiro.

    Para ter assistência técnica na propriedade sugerimos procurar a ajuda de um Engenheiro agrônomo, Zootecnista ou Médico veterinário aí na sua cidade. Conhecendo bem a região o profissional local poderá fornecer as orientações técnicas de acordo com as necessidades e condições regionais. Mas sempre que precisar poderá enviar as suas perguntas para nós que o atenderemos com prazer."
4761,"O exame clínico do animal é necessário, e só o médico veterinário poderá ajudá-lo. Entretanto, poderá ser a doença causada pelo carrapato, também conhecida como Babesiose e Anaplasmose.

             A Babesiose ou piroplasmose é uma doença causada por protozoários do gênero Babesia. Caracteriza - se por febre e hemólise, ocorrendo uma síndrome de ancirlia, hemoglobinemia e hemoglobinúna. O principal agente transmissor da Babesiose, no Brasil, é o carrapato Boophilus microplus. A ocorrência de babesiose é mais comum em animais de raça europeia do que no gado zebu. Isto se deve provavelmente à diferença de susceptibilidade ao carrapato vetor. A Babesiose bovina é de grande importância econômica, tanto devido às perdas diretas quanto à restrição de movimentação de animais, em conseqüência de quarentenas obrigatórias.
	Os perigos mais graves ocorrem em áreas marginais, onde a população de carrapatos é altamente variável, dependendo das condições climáticas. Nas estações em que a população de carrapatos decresce, a infecção pode desaparecer e a pré - imunidade ser perdida. Em infecções naturais, o período de incubação é de duas a três semanas. Infecções subclínicas ocorrem muito comumente, sobretudo em bovinos jovens. Os principais sintomas clínicos são febre alta (40° C), falta de apetite, fraqueza, paralisação de ruminação, orelhas caídas, queda na produção de leite, frequência cardíaca e respiratória acelerada e anemia. Em estágios mais avançados, ocorre grave icterícia e a urina toma coloração ciltre  avermelhada e marrom. Animais prenhes muitas vezes abortam. O tratamento é feito com aplicação intramuscular de Ganaseg (Diaceturado, diazominodibenzamidina 7%). Em casos mais graves, pode - se recorrer à soroterapia e transfusão sanguínea.
 
       
	A Anaplasmose bovina é uma doença causada por Rireltesla do gênero Anaplasma, a qual é transmitida através da saliva do carrapato (Boophilus microphilus), quando se fixa no bovino para se alimentar. Estudos têm mostrado ser a Anaplasmose mais severa nos bovinos adultos. Porém, em se tratando de regiões endêmicas, onde os bezerros são expostos ao agente etiológico bem cedo, são frequentes perdas econômicas por atraso no desenvolvimento e morte. Atenção especial deverá ser dispensada aos bezerros que são mais atingidos pela doença. No nosso caso, de modo geral, os adultos são imunes à Anaplasmose, uma vez que foram infectados na fase jovem. Em bovinos, o período de incubação varia com a quantidade de material infectado, mas geralmente é mais longo  que na Babesiose, começando em três ou quatro semanas ou mais, após a infecção causada por carrapatos e uma a cinco semanas após a inoculação do sangue.
	Na fase aguda da doença, os animais apresentam - se febris (40 a 41° C), com inapetência (falta de apetite) e constipação ou, às vezes, ligeira diarréia. Com o progresso da doença, em decorrência de anemia, apresentam as mucosas pálidas e/ou icterícias, os olhos fundos e perda de peso progressiva. O diagnóstico pode ser feito através dos sintomas clínicos e/ou esfregaços sanguíneos periféricos, corados pelo método de Gimisa.
	O tratamento baseia - se na aplicação parenteral (intramuscular ou endovenosa) de tetraciclinas (5 a 10 mg/kg de peso vivo). Em casos mais graves pode - se recorrer a soroterapia e transfusão sanguínea. Os controles da Anaplasmose e da Babesiose são feitos através de manejo adequado, onde os animais tenham acesso a piquetes carrapateados desde jovens, uma vez que a erradicação do carrapato em nosso meio não é viável. Além de ser de difícil erradicação, se fosse levada a termo traria problemas de comercialização, na venda e na compra de animais para regiões onde o carrapato é encontrado. Pulverizações quando a população de carrapatos está muito elevada t"
4779,"Infelizamente não temos nenhuma ação de pesquisa sobre o uso do limão Taiti na alimentação animal. 

   Não temos informações sobre  quais problemas a acidez própria do leimão poderá causar no rúmen da vaca. 

   Mas as frutas que cairem ao solo devem ser coletadas e inceneradas para evitar a proliferação de doenças e mosacas das frutas.
   
      Infelizmente na Embrapa Gado de Leite não temos nenhuma ação de pesquisa com as dezenas dos subprodutos da agroindústria e nem com o aproveitamentos de limão para alimentação animal.

   De maneira geral, a maioria dos subprodutos da agroindústria podem ser usados na alimentação de bovinos, desde que:

1.	o preço seja vantajoso;
2.	não contenha substância tóxica aos animais;
3.	o preço do transporte não seja limitante;
4.	a oferta e a disponibilidade sejam regulares;
5.	o armazenamento seja viável;
6.	não haja proibição legal ou impedimento sanitário;
7.	tenha composição química conhecida (MS, PB, FDN, DIVMS, Ca e P).

   Ainda de modo geral, a maioria dos subprodutos da agroindústria pode ser incluída na alimentação dos bovinos em até 20% da matéria seca (MS) da dieta total ingerida diariamente pelo animal. Alguns subprodutos podem ser incluídos em quantidades maiores, enquanto há outros que são proibidos por lei de ser utilizados na alimentação de ruminantes

   Havendo disponibilidade significativa de algum subproduto aí na sua região, o melhor a se fazer é:
   Coletar uma amostra e enviar para analisar em um laboratório especializado (MS, PB, FDN, DIVMS e os minerais cálcio e fósforo). Depois, deve-se procurar o auxílio de um especialista em nutrição de ruminantes que irá balancear a dieta dos animais, formulando uma ração concentrada adequada para cada categoria animal."
4780,"Se os animais forem bem treinados a passar na ordenha mecânica, e se dão leite sem a presença do bezerro, a maneira de ordenhar não irá aumentar a produção de leite, mas apenas facilitar a ordenha. Assim, se usa ou não ordenha tipo espinha de peixe ou outra é irrevante para a produção de leite. E geralmente isso depende mais do número de animais a serem ordenhados. Na ordenha tipo Carrousel é feito por trás, pois ordenha maior número de animais. E o fosso é apenas para dar conforto ao ordenhador.
   Para projetar a sua sala de ordenha, o mais indicado é consultar um especialista, como um técnico das empresas fabricantes de ordenhadeira ."
4786,"Informamos que o capim elefante cutivar Pioneiro não é novo, pois foi lançado em 1996, com a finalidade exclusiva de pastejo rotativo. Veja abaixo como obter as mudas.
     
     Capim Pioneiro 5
 
   Sobre mudas de capim-elefante Pioneiro, informamos:

   A variedade (ou cultivar) de capim-elefante Pioneiro é plantada por mudas, como todas as outras variedades de capim-elefante, exceto uma.

   A vantagem do plantio por mudas é o vigor, a alta produtividade e a uniformidade das plantas, pois a variedade é um clone.  O capim Pioneiro  é um híbrido entre duas variedades (ou cultivares ou clones) de capim-elefante; e sendo assim a heterose está  fixada na nova cultivar, que é um clone selecionado entre milhares de outros (como em todas as demais  espécies de plantas propagadas por mudas). Daí porque elas são tão vigorosas, uniformes e produtivas. 

   A cultivar Pioneiro foi desenvolvida pela Embrapa Gado de Leite especialmente para uso em pastejo rotativo, não se prestando para corte ou capineira, pois o caule é muito fino e as touceiras altas tombam.

    A taxa de multiplicação é de 1 para 10 a cada 90 a 100 dias, no verão. Assim, cada muda plantada no início de setembro irá produzir 10 novas mudas no início de dezembro. Portanto, dois ou três quilos de mudas são suficientes para se formar um viveiro. E se for multiplicando as mudas a cada 90 a 100 dias, ao final de um ano terá mudas suficientes para o plantio de um hectare."
4805,"A composição do sal mineral depende muito da região onde é utilizado, principalmente do tipo e da fertilidade do solo, e da gramínea utilizada na pastagem. De maneira geral, sais mineralizados de boa qualidade para gado de leite devem conter, no mínimo:
 	Fósforo: 6,0% ; 
 	Cálcio: 9,0%  ;
 	Cobre: 1.200 ppm.  ;
 	Zinco: 1.200 ppm.  ;
 	Cobalto: 50 ppm.  ; 
 	Iodo: 150 ppm.   ;
 	Selênio: 20 ppm."
4822,"A cevada substitui parte do volumoso e parte do concentrado. A cevada úmida  pode ser fornecida na quantidade de 12 até 20kg /vaca/dia, o que equivale a 3 ou 4 kg de matéria seca.

        Na prática, o preço de 4 kg de cevada deve ser igual ou menor que o preço de 1kg de ração concentrada."
4828,"Com três quilos de mudas de Capim Elefante Pioneiro dá pra formar um bom viveiro durante um ano.
Um quilo tem cerca de 25 mudas. Cada muda plantada rende 10 novas mudas a cada 90 dias no verão. Pode plantar agora e irrigar. Em setembro terá mudas para multiplicar. Veja mais detalhe abaixo e nos anexos.

       Sobre mudas de capim-elefante Pioneiro, informamos:

   A variedade (ou cultivar) de capim-elefante Pioneiro é plantada por mudas, como todas as outras variedades de capim-elefante, exceto uma.

   A vantagem do plantio por mudas é o vigor, a alta produtividade e a uniformidade das plantas, pois a variedade é um clone.  O capim Pioneiro  é um híbrido entre duas variedades (ou cultivares ou clones) de capim-elefante; e sendo assim a heterose está  fixada na nova cultivar, que é um clone selecionado entre milhares de outros (como em todas as demais  espécies de plantas propagadas por mudas). Daí porque elas são tão vigorosas, uniformes e produtivas. 

   A cultivar Pioneiro foi desenvolvida pela Embrapa Gado de Leite especialmente para uso em pastejo rotativo, não se prestando para corte ou capineira, pois o caule é muito fino e as touceiras altas tombam.

    A taxa de multiplicação é de 1 para 10 a cada 90 a 100 dias, no verão. Assim, cada muda plantada no início de setembro irá produzir 10 novas mudas no início de dezembro. Portanto, dois ou três quilos de mudas são suficientes para se formar um viveiro. E se for multiplicando as mudas a cada 90 a 100 dias, ao final de um ano terá mudas suficientes para o plantio de um hectare."
4831,"Em todos os casos de doenças de animais, inclusives nas diarréias, sugerimos consultar um Médico veterinário aí na região. Ele deverá examinar o animal doente, fazer o diagnóstico, receitar o tratamento, indicar a dosagem e o modo de usar os medicamentos etc. Ao usar qualquer medicamento é muito importante ler atentamente a bula, o modo de aplicação, as indicações do fabricante etc."
4837,"O ideal é ter um espaço de 12 h entre ordenhas, ou o mais próximo disso. Se a fazenda conta com tanque de resfriamento do leite, o horário das ordenhas é irelevante. Entretanto, o bom senso indica que se deve ordenhar nas horas mais frescas do dia, para não causau estress nos animais.

      No sistema a pasto, as vacas pastam mais nas horas mais frescas do dia, geralmente de 5 até 9 ou  10 h e a tardinha, depois das 16 h . Se a pastagem é de boa qualidade, normalmente os animais pastam 8 h , ruminan de 7 a 8 h e ficam no ócio o restante do tempo. Assim, é importante que a pastagem disponha de árvores para sombra, onde os animais possam deitar e descansar, para ruminar ou ficar no ócio."
4859,"A cana deve ser picada todos os dias. Se ficar de um dia para o outro, vai fermentar , esquentar e o gado rejeitará o material. Mas, é preciso colocar a ureia e uma fonte de enxofre na cana."
4872,"1) Com quantas vacas para começar? 

   No mínimo com uma vaca e um hectare de terra. Mas isso depende basicamente da sua capacidade financeira e do tamanho da propriedade, além do sistema de produção a ser adotado na propriedade. Ou seja, há espaço e tecnologias adaptáveis e disponíveis para todos os tamanhos de negócio , desde as de base famniliar até mega fazendas de 10mil vacs em lactação. 

2) Ração? A alimantação básica dos bovinos é pasto. Ração deve  ser dada em função da produção de cada animal. E há desde vacas que não recebem ração, só mantidas a pasto,  até aquelas que consomen de 10 a 15 quilos de ração concentrada por dia, masi volumoso fornecido no cocho à vontade, que logicamente devem produzir acima de 40 litros/dia.

3) Tipo de vacina? Logicamente, o mais indicado é adotar cuidados sanitários preventivamente. Mas há vacina obrigatórias por lei, como a aftosa e a brucelose, além de exames periódicos contra tuberculose. 

   4) Quanto o leite dá de lucro por mes?
Basicamente, o lucro depende do tamanho do negócio, do sistema d eprodução adotado na fazenda e do gerenciamento da propriedade, dos investimentos em gado, em terra, em máquinas e equiopamentos, etc. E o luvro total vai depender da escala de produção.

  Mas, para fins de planejamento, pode considerar um lucro liquido  R$ 0,30 ( trinta centavos de real) por litro de leite produzido em sistema a pasto; R$ 0,20 em sistema semi-confinado e R$ 0,10 (dez centavos de real/litro) em sistema totalmente confinado.

  Assim, se adotar sistema de semi-confinamento, com um lucro liquido estimado em vinte centavos de real por litro de leite produzido, e se deseja ter uma renda de R$ 5.000,00 (cinco mil reais /mes), deverá produzir cerca de 25.000 mil litros de leite por mes ou cerca de 850 litros por dia. Mas isso é apenas uma hipotese, pois depende de vários fatores."
4878,"A vacina contra aftosa  deve ser aplicada na tábua do pescoço e na pele. Veja mais detalhes abaixo. 
 
        Pergunta: Qual a causa do caroço que se forma nos animais após a aplicação da vacina anti-aftosa?

	Há várias explicações possíveis para o aparecimento de caroço ou inchaço após aplicação da vacina anti-aftosa, como o tipo e calibre da agulha, prática do aplicador, desinfecção do local, etc.. Mas a explicação mais plausível é que o caroço se forma em função de uma reação ao veículo da vacina (um óleo) e aos adjuvantes, que são os produtos adicionados para garantir a qualidade da vacina. Se a causa fosse outra, seria razoável admitir o aparecimento de caroço após a aplicação de outras vacinas e produtos químicos, como as ivermectinas, o que não acontece.

	Sugerimos que se utilizem agulhas 15 cm x 18 mm ou 10 cm x 18 mm e não 10 x 15, que são muito finas. Agulhas muito finas tendem a fazer com que a vacina penetre nos tecidos com maior pressão, causando mais lesão no ponto. Evite também aplicar a vacina extremamente gelada, que também provoca mais dor e reação inflamatória no local. 

	Quanto à reação da vacina no tecido (o caroço), é impossível de se evitar, principalmente nos bovinos mais reativos e hipersensíveis. O caroço é causado principalmente pela reação ao diluente (veículo oleoso) e aos adjuvantes (saponina e hidróxido de alumínio), que fazem a resposta da vacina melhorar no organismo.

	 A partir de 1996, quando a vacina contra febre aftosa passou da forma aquosa para oleosa, aumentou a quantidade de reações nos tecidos devido ao diluente. Em compensação, o veículo oleoso permitiu que as vacinas aumentassem o seu poder de produzir anticorpos e que a vacinação passasse de quatro vezes por ano para apenas duas. 

	Segundo trabalho brasileiro recente, cerca de 40% dos bovinos abatidos no Brasil têm lesões decorrentes de vacinações e outras aplicações de medicamentos. Os locais com o maior número de lesões são a paleta, cupim e tábua do pescoço, que provocam a perda de 300 g a 1.400 g de tecido (músculo) retirado da carcaça. 

	Vacinações na musculatura provocam maior perda de carne do que por via sub-cutânea. Nunca vacine no cupim, pois, como órgão depósito de gordura, pode fazer com que a vacina seja absorvida mais lentamente no organismo, diminuindo a produção de anticorpos. 

	Algumas observações indicam que 65% dos nódulos diminuem com o tempo, 2% supuram (se rompem) e os demais permanecem com tamanhos variáveis. Infelizmente, alguns animais de elite têm de conviver com a presença de nódulos, mas eles são uma prova de que o seu manejo é adequado. A maioria desses nódulos não contém pus interno; representa apenas uma inflamação dos tecidos; por isso, o produtor não deve rasgar os nódulos, pois aí, sim, eles podem se contaminar e gerar a formação de pus. 

	Outras recomendações úteis: 1) Ferver as agulhas por 30 minutos; 2) Trocar de agulhas a cada 8 ou 10 animais; 3) Se notar algum animal com verrugas ou outras doenças contagiosas, troque imediatamente de agulha. E o vacinador deve ter muita prática e vacinar os animais sem atropelos."
4901,"Há inúmeras doenças que causam aborto, bem como qualquer tipo de estresse.

   De modo geral pode-se aplicar as vacinas normais, recomendadas por médico veterinário. Mas qualquer estresse causado no animal pode provocar aborto.

  Outro fato que provoca aborto é a pulverização (banho) com produtos químicos à base de Fosforados, nos últimos 3 meses de gestação. A aplicação de ivermectina no último mês de gestação, também provoca abortos. E, se a ivermectina for produto concentrado, pode provocar aborto, se aplicada 3 meses antes do parto. 

    O uso de vitaminas só deve ser usado sob a recomendação de um especialista em nutrição animal. De modo geral bovinos mantidos em boas pastagens não necessitam de vitaminas e nem de aditivos.

   E a ração mencionada em sua mensagem pode ser fornecida sem problemas. Mas ao mudar a alimentação de qualquer bovino, isso deve ser feito de modo paulatinho, bem devagar, para dar tempo de o rúmen se adaptar à nova dieta."
4904,"Em todos os casos de doenças de animais é muito difícil fazer uma sugestão sem antes examinar o animal doente. Nesse caso, o mais indicado é consultar um médico veterinário local, o qual deverá ir até a propridade, examinar o animal doente, fazer o diagnóstico e indicar as medidas de controle e ou tratamento. 
   Mas, cãimbra pode estar  ligada a deficiência de minerais, especialmente cálcio e magnésio."
4908,"De modo geral não recomendamos o uso de hormônios para indução de cio em vacas. Nesse caso, vale o velho ditado ""Cio entra pela boca"".

  Mas no mercado há inúmeros protocolos para indução de cio. Mas, só deve ser aplicado sob a recomendação de um médico veterinário. E para se informar deve ser na empresa que produziu o medicamento, pois afinal é o fabricante quem deve fornecer as informações e garantir a qualidade do seu produto."
4909,"Todas as variedades de mandioca tem um princípio tóxico, umas tem mais outras tem menos. As mandiocas usadas na alimentação humana tem baixo teor do princípio tóxico e geralmente não causam problemas nos humanos e nem nos animais. Já , aquelas que apresentam elevado teor de  princípio tóxico, são ditas "" mandiocas bravas"" e causam problemas tanto nos humanos quanto nos bovinos. E esse princípio tóxico tem nas raízes ( mandiocas), nas folhas e nas ramas.Assim, para dar mandioca brava para os animais, ou se não conhece a variedade, deve-se picar a mandioca em pedaços pequenos e deixar em um local cimentado durante 6 a 12 h,  e então o princípio tóxico é perdido. Isso vale também, para as ramas e as folhas. 

     Mas não temos dados se provoca aborto."
4913,"O ideal é ter uma tabela com as exigências dos nutrientes, conforme o peso dos animais e a produção de leite das vacas. As tabelas mais comuns são a NRC e a ARC, ambas em inglês e vendidas em livrarias especializadas. 

          A ração peletizada é usada para facilitar a aceitação inicial pelo bezerro. 

            De modo geral, não recomendamos o uso do núcleo mineral. O mais indicado é comprar fórmula pronta para uso de uma firma idônea. 


       EXIGENCIA DE SAL, FOSFÓRO E CÁLCIO.

Qual a exigência de minerais, de cálcio e fósforo, em função das diferentes pastagens e categorias animais?
Essa pergunta  é muito inteligente e é de difícil resposta porque é um assunto complicado e o nosso especialista no assunto se aposentou há mais de 15 anos e não foi contratado outro pesquisador para a área.

As exigências de minerais depende do peso da vaca, se está seca, gestante ou em lactação, e da quantidade de leite produzido. Também, deve-se cpnsiderar a qualidade do volumoso oferecido aos bovinos.

Considerando uma vaca adulta de 550 Kg de peso vivo, ela exige diariamente:
a)	Para mantença: 22 gramas de cálcio e 16 gramas de fósforo;
b)	Se em lactação exige mais: 3,2 gramas de cálcio e 2,0 gramas de fósforo por litro de leite produzido com 4,0% de gordura;
c)	 Se em gestação, 60 dias antes do pasto, ela exige 36 gramas de cálcio e 22 gramas de fósforo pôr dia.
Estes valores são dados em tabelas, considerando o peso e a produção da vaca. Para fazer uma mineralização correta deve-se conhecer o teor de minerais (cálcio, fósforo, sódio, etc.) do volumoso, na água e no concentrado. Também, precisa estimar a quantidade de matéria seca (MS) que o animal consome por dia, alem de saber o peso e a sua produção de leite. Ai um especialista em sal mineral ou nutrição animal poderá fazer os cálculos corretamente.
Na verdade os bovinos tem predileção pelo sódio que tem no sal comum, que é o cloreto de sódio. O que regula o consumo de sal mineral é o sódio. A necessidade diária de sódio é de 0.18% na MS e a necessidade de cloro é de 0.25% na MS. Isto corresponde a 0.46% de cloreto de sódio (que é o sal comum) na MS da dieta total ingerida pelos bovinos diariamente. Exemplo: uma vaca que consome 15 Kg de matéria seca por dia necessita ingerir 69 gramas de cloreto de sódio (sal comum) diariamente. Desse valor deve-se descontar o que tem na água, no volumoso e no concentrado. 

Daí, na prática se recomenda geralmente colocar 1,0% de sal comum no concentrado, além de se  colocar o sal mineral.
Farinha de osso calcinada e o superfosfato triplo (adubo) podem ser usados como fonte de fósforo. O superfosfato triplo tem 45% de P2O5 (que corresponde a 19,8% de fósforo) e 13% de cálcio. Para saber se usa superfosfato triplo ou se usa o fosfato bicálcio é necessário saber o preço de ambos, sendo que o fosfato bicálcico tem melhor disponibilidade biológica.
Se os animais estão consumindo muito sal mineral, pode ser pôr carência (solo fraco, pastagem ruim, etc.), ou porque o mineral contém pouco sal comum. Neste caso, se misturar sal comum com sal mineral na proporção de um para um pode resolver o problema do super consumo.
Em todo caso, o ideal é consultar um especialista em sal mineral ou em nutrição animal."
4921,"Algumas doenças são comuns entre porcos e bovinos. A principal delas seria a Febre Aftosa, doença particamente erradicada no Brasil. Mas se o seu gado bovino for vacinado não há problema. Não saberia dizer outra doença.
     O melhor seria consultar um médico veterinário aí  na sua região. 
      Se possivel faça piquete separado para os suinos, podendo ser piquete para que eles fiquem uma semana."
4924,"É muito dificíl responder  a sua pergunta pois a quantidade de gado que poderá criar depende basicamente da produção de volumoso da capineira de napiê e da cana. Outro ponto é que essa medida de tarefa só existe no interior do Nordeste e na Bahia, e ainda é variável conforme  o local. Assim não sei qual area de uma tarefa. 
        Pode colocar de 4 a 6 vacas por hectare de capineira. E 1 hectare de cana da para sustentar 15 vacas durante 6 meses, cada vaca comendo 30kg de cana mais ureia por dia. Observção 1 hectare de terra tem 10 mil metros quadrados de area.
        O Gado mestiço de Holandês X Zebu, especialmente as meio-sangue ou 3/4 HZ se adptam bem em todo o Brasil especialmente na região centro e nordeste.
        Sugerimos procurar ajuda de um engenheiro agronimo da  EBDA ( antiga Emater)."
4945,"Provavelmente não há nada de errado com o leite, exceto a empresa fazendo teste de alizarol de maneira inadequada. Solicite para fazer o teste de acidez titulavel, e se der de 14 a 18 graus Dornic está normal. 
    Outro teste facíl  de ser feito é ferver o leite. Se o leite não coagular ele está normal e não está acido.
    O teste do alizarol deve ser feito com um teor de alcool de 72%, com leite do latão ou do conjunto do tanque, mas nunca deve ser feito com leite de vacas individualmente, e nem no momento da ordenha. Também o teste do alizarol feito com o leite gelado costuma dar errado."
4948,"O capim-elefante é uma das gramíneas tropicais mais produtivas que existem, podendo ultrapassar a produção de 50 t/ha/ano de matéria seca (MS), dependendo das condições de uso e manejo do capim, do tipo e da fertilidade do solo,  da adubação, das condições climáticas etc. Ainda tem a vantagem de ser uma espécie perene. É uma gramínea bem versátil, podendo ser usada para pastejo rotativo, como verde picado no cocho, feno ou ensilada.

        Como tem origem tropical a sua produção é maior na época do verão, quando produz de 75% até 80% do total anual de MS. Mas no Centro Sul do Brasil os produtores necessitam de volumoso para suplementar o gado na época da seca, nos meses de maio a outubro. Nesta época do ano a baixa temperatura, a menor luminosidade e a falta de chuvas prejudicam muito o desenvolvimento e a produção do capim-elefante. É preciso ressaltar que mesmo irrigado, se a temperatura média for abaixo de 16°C, o desenvolvimento da planta é muito afetado e a produção de matéria seca das gramíneas tropicais cai drasticamente.

        Então, como o produtor precisa do capim-elefante na época seca e a maior produção se dá no verão, o que fazer? Uma boa alternativa é ensilar o capim-elefante no verão, fazendo dois ou três cortes anuais, dependendo da região, do clima, da fertilidade do solo, do nível de adubação etc.     

        Para ser utilizado na forma de silagem o capim-elefante apresentam algumas limitações, como os baixos teores de matéria seca (portanto, tem alto teor de umidade) e de carboidratos solúveis na época da ensilagem. Isto dificulta a fermentação láctica, que é a fermentação desejável e que é a responsável pela produção de ácido láctico. É este ácido que provoca a rápida queda do pH da massa ensilada, favorecendo a conservação da silagem. Além disso, o alto teor de umidade favorece ou aumenta as fermentações secundárias e indesejáveis (fermentação butírica, acética etc.), o que causa perdas e queda na qualidade da silagem, diminuindo a aceitabilidade e o consumo voluntário da silagem pelos bovinos. 

       O teor de carboidratos solúveis no capim-elefante depende: 1) da cultivar utilizada; 2) do estádio de maturação; 3) da densidade de plantio; 4) da fertilidade natural do solo; 5) da adubação feita, principalmente a nitrogenada; 6) das condições climáticas (intensidade luminosa, temperatura, disponibilidade de água); 7) e da relação  caule/folha. A maioria das cultivares de capim-elefante apresenta uma relação caule/folha igual ou próxima de 1,0 (um) aos 50 dias de idade; isto significa que a metade da produção é de folhas e a outra metade de caules. À medida que aumenta a idade da planta, aumenta a relação caule/folha, significando que  aumentou muito a produção do caule. Quanto maior esta relação, pior a qualidade do volumoso, porque a digestibilidade cai muito.   

              Para se ter silagem de boa qualidade é necessário que a forragem a ser ensilada tenha um teor de MS entre 30% e 37%, o que é muito difícil de se obter com capim-elefante, principalmente quando o corte do capim for feito com a idade de 50 até 60 dias, quando o capim-elefante apresenta digestibilidade acima de 60%. Nesta idade o capim-elefante tem cerca de 18% a 20% de matéria seca (MS). Uma solução é fazer um pré-murchamento ou desidratação do capim, antes da sua picação e ensilagem. Para fazer a desidratação, cortar e deixar o capim secando ao sol por um a dois dias. O tempo necessário para desidratar o capim  vai depender das condições climáticas na região (insolação, umidade relativa do ar, ventos). Este procedimento às vezes eleva o teor de MS para 22% a 24%, o que já ajuda muito, mas encarece o custo de produção, pela maior demanda de mão-de-obra e uso de máquinas. Do ponto de vista prático, esta operação de desidratação do capim-elefante pode não ser fácil de ser executada."
4950,"Pode deixar o capim murchar por 1 a 2 dias após o corte. O tempo depende das condições locais, do sol, da umidade relativa do ar.

    Corte o capim com 50 a 60 dias de intervalo entre os cortes, e não pela idade do mesmo.
   
   Não produzimos e nem vendemos aditivo para silagem. 
    Aditivo biológico para ensilagem de gramíneas tropicais é vendido normalmente no comércio. E de modo geral, não indicamos produtos comerciais. Nesse caso deve consultar o fabricante, que é quem afinal deve se responsabilizar pelas informações, bem como garantir a qualidade e uso dos seus produtos. Usar conforme as indicações da bula ou do fabricante. Um fabricante é a Matsuda.
    Para a seca a cana mais ureia é uma boa opção.

       Um bom livro é o Manual de Bovinocultura de Leite"
4952,"De modo geral, não indicamos o uso de hormônios para indução de cio em vacas. Hormônio só deve ser usado em bovinos como parte de um tratamento terapêutico e sob a recomendação de um médico veterinário, o qual deve ser o responsável pelo uso dos produtos.

   Para comprar sêmen sexado  è só consultar algumas das empresas do setor de comércio de sêmen. Veja alguns endereços de empresas  no site da ASBIA, que deve ser: www.asbia.org.br ou www.asbia.com.br.

   E procure infromações sobre o uso de um protocolo para IATF. No mercado há vários protocolos. Mas afinal é o fabricante quem deve fornecer as informações sobre o seu produto, bem como garantir a qualidade do mesmo e indicar o modo de usar."
